epoch training validation
0 [8.5431, 20.0847] [4.1351, 9.2109]
1 [7.3547, 18.8714] [3.4228, 8.9107]
2 [6.3954, 19.9210] [2.9798, 8.8881]
3 [6.4760, 19.7838] [2.9124, 8.7202]
4 [6.2583, 18.9556] [2.9093, 8.6393]
5 [6.3128, 19.0489] [2.8598, 8.4329]
6 [6.1959, 19.9253] [3.2740, 8.2743]
7 [5.9647, 18.5145] [3.2731, 8.1260]
8 [5.8999, 19.5397] [2.9034, 7.9422]
9 [5.9275, 18.3130] [2.9662, 7.7100]
10 [5.9522, 18.1642] [2.9313, 7.6866]
11 [5.2522, 17.6405] [2.9311, 7.5556]
12 [5.8845, 18.9654] [2.7290, 7.5262]
13 [5.4872, 18.7178] [2.9297, 7.5289]
14 [5.0578, 17.7961] [2.9681, 7.4486]
15 [5.3810, 18.2438] [2.8179, 7.4450]
16 [5.0950, 17.3357] [2.4785, 7.4263]
17 [5.2625, 18.0899] [2.6353, 7.4526]
18 [5.1318, 17.4849] [2.5923, 7.4153]
19 [5.0934, 18.3182] [2.3553, 7.3306]
20 [4.8679, 17.4932] [2.6201, 7.1941]
21 [5.0835, 16.9798] [2.7369, 7.1749]
22 [4.8359, 16.5341] [2.3601, 7.1561]
23 [4.6783, 16.9161] [2.4685, 7.1533]
24 [4.5115, 16.8014] [2.4290, 7.0551]
25 [4.4690, 16.9723] [2.2782, 6.9635]
26 [4.4172, 17.2168] [2.3090, 6.8893]
27 [4.3694, 17.2204] [2.3188, 6.8938]
28 [4.6543, 16.8631] [2.3558, 6.8436]
29 [4.4349, 16.2712] [2.3844, 6.8074]
30 [4.4001, 16.1846] [2.3477, 6.7429]
31 [4.1718, 17.3039] [2.2519, 6.7104]
32 [4.2601, 16.1380] [2.2617, 6.6000]
33 [3.9700, 15.9003] [2.4528, 6.5408]
34 [3.9243, 16.1708] [2.2852, 6.5241]
35 [4.1953, 15.5129] [2.1674, 6.4711]
36 [4.4099, 16.1243] [2.2202, 6.5193]
37 [3.8768, 16.2329] [2.2874, 6.5239]
38 [3.9403, 15.4763] [2.0936, 6.5754]
39 [4.0573, 15.5492] [2.2079, 6.5960]
