epoch training validation
0 [1.4052,2.8297] [0.9752,1.9464]
1 [1.3335,2.7676] [0.8627,1.8808]
2 [1.2056,2.7240] [0.7889,1.8328]
3 [1.1941,2.6776] [0.7416,1.7992]
4 [1.1144,2.5654] [0.7149,1.7766]
5 [1.1499,2.6160] [0.7015,1.7618]
6 [1.1426,2.5389] [0.6960,1.7525]
7 [1.0263,2.5660] [0.6946,1.7464]
8 [1.0552,2.5408] [0.6948,1.7417]
9 [1.1089,2.5218] [0.6971,1.7389]
10 [1.0617,2.4631] [0.6977,1.7366]
11 [1.0024,2.4694] [0.6987,1.7347]
12 [1.0435,2.4881] [0.6998,1.7340]
13 [1.0676,2.4773] [0.7001,1.7338]
14 [0.9922,2.5074] [0.6990,1.7342]
15 [1.0712,2.4484] [0.6995,1.7337]
16 [1.0824,2.5020] [0.6994,1.7341]
17 [1.0355,2.4722] [0.6978,1.7334]
18 [1.0750,2.4894] [0.6994,1.7329]
19 [1.0557,2.4313] [0.6994,1.7328]
20 [1.0685,2.4481] [0.6994,1.7326]
21 [1.0640,2.4534] [0.6994,1.7325]
22 [1.0045,2.4620] [0.6992,1.7324]
23 [1.0366,2.4050] [0.6993,1.7324]
24 [1.0623,2.3949] [0.6993,1.7323]
25 [1.0830,2.4952] [0.6995,1.7324]
26 [1.0189,2.4189] [0.6995,1.7322]
