epoch training validation
0 [1.1309,2.8870] [0.8016,2.2035]
1 [1.0618,2.9491] [0.6411,2.1918]
2 [1.0014,2.8623] [0.6089,2.1868]
3 [0.9515,2.8598] [0.5904,2.1986]
4 [0.8368,2.8858] [0.5980,2.2381]
5 [0.7845,2.9099] [0.5947,2.2635]
6 [0.7676,2.9307] [0.5983,2.3203]
7 [0.7154,3.0070] [0.5826,2.3868]
8 [0.7258,3.0165] [0.6059,2.4817]
9 [0.6256,3.1475] [0.5765,2.6223]
10 [0.6104,3.2254] [0.6181,2.8461]
11 [0.6141,3.4575] [0.6024,3.1430]
12 [0.5747,3.8341] [0.5835,3.6076]
13 [0.5692,4.2685] [0.5706,4.4022]
14 [0.5266,5.0833] [0.6227,5.5695]
15 [0.5275,6.3233] [0.6585,7.2300]
16 [0.4999,7.6863] [0.7721,9.3443]
17 [0.5197,9.8719] [0.6374,11.7535]
18 [0.5311,11.8230] [0.7195,13.9562]
19 [0.5108,13.4871] [0.7770,16.0104]
20 [0.5404,14.8666] [0.6459,17.5908]
21 [0.5644,15.7613] [0.6646,18.5674]
22 [0.5830,16.4505] [0.6897,19.1148]
23 [0.6065,16.4888] [0.9411,19.1746]
24 [0.5661,16.0836] [0.8260,18.7658]
25 [0.5399,16.2979] [0.6486,18.6924]
26 [0.5449,16.1063] [0.6452,18.6777]
27 [0.5080,15.9871] [0.6472,18.6720]
28 [0.5139,16.0197] [0.6722,18.6768]
29 [0.5381,16.1050] [0.6756,18.6541]
30 [0.5381,16.0681] [0.6542,18.6294]
31 [0.5007,16.1696] [0.6698,18.6216]
32 [0.5433,15.7774] [0.6752,18.5998]
