epoch training validation
0 [1.3613,3.3482] [0.6671,1.8400]
1 [1.2291,3.3324] [0.6957,1.8222]
2 [1.1191,3.2283] [0.6930,1.8129]
3 [1.0512,3.2140] [0.6425,1.8007]
4 [1.1018,3.0892] [0.6173,1.7896]
5 [0.9963,3.0530] [0.6081,1.7800]
6 [0.8937,3.0497] [0.6029,1.7712]
7 [0.8849,2.9457] [0.5902,1.7595]
8 [0.8587,2.9019] [0.5828,1.7438]
9 [0.7748,2.8789] [0.5733,1.7398]
10 [0.7613,2.8228] [0.5679,1.7394]
11 [0.7433,2.7440] [0.5613,1.7392]
12 [0.6971,2.7537] [0.5545,1.7338]
13 [0.6827,2.7468] [0.5455,1.7303]
14 [0.6634,2.7487] [0.5322,1.7302]
15 [0.6121,2.7060] [0.5286,1.7335]
16 [0.5928,2.6511] [0.5298,1.7304]
17 [0.5744,2.6878] [0.5230,1.7380]
18 [0.5597,2.6444] [0.5191,1.7430]
19 [0.5190,2.6941] [0.5087,1.7425]
20 [0.5071,2.6120] [0.5074,1.7423]
21 [0.4855,2.6074] [0.4891,1.7530]
22 [0.4883,2.6237] [0.5274,1.7499]
23 [0.4693,2.6078] [0.4967,1.7537]
24 [0.4485,2.6112] [0.4771,1.7632]
25 [0.4216,2.5557] [0.4912,1.7640]
26 [0.4163,2.5499] [0.5217,1.7617]
27 [0.3895,2.5851] [0.5051,1.7670]
28 [0.3846,2.6020] [0.5466,1.7795]
29 [0.3678,2.5535] [0.5022,1.7939]
30 [0.3551,2.5563] [0.6723,1.7866]
31 [0.3528,2.5167] [0.5070,1.7969]
32 [0.3259,2.6301] [0.5281,1.7933]
33 [0.2931,2.5491] [0.4914,1.8044]
34 [0.3007,2.6598] [0.4628,1.8080]
35 [0.2791,2.6548] [0.5857,1.7986]
36 [0.2658,2.5565] [0.5406,1.8111]
37 [0.2472,2.6059] [0.6755,1.8286]
38 [0.2374,2.7452] [0.8287,1.8354]
39 [0.2289,2.6409] [0.6267,1.8562]
40 [0.2356,2.5479] [0.6848,1.8574]
41 [0.2054,2.7310] [0.9307,1.8532]
42 [0.2008,2.7350] [0.7684,1.8619]
43 [0.1828,2.7458] [0.8895,1.8628]
44 [0.1947,2.7175] [1.0721,1.8607]
45 [0.1750,2.6970] [1.2254,1.8816]
46 [0.1787,2.8129] [0.6942,1.9027]
47 [0.1517,2.7299] [0.6750,1.9051]
48 [0.1564,2.7562] [0.6675,1.9064]
49 [0.1547,2.6987] [0.6398,1.9105]
50 [0.1433,2.7474] [0.6990,1.9084]
51 [0.1389,2.7298] [0.6580,1.9133]
52 [0.1380,2.7380] [0.7763,1.9064]
53 [0.1612,2.8038] [0.7226,1.9134]
