epoch training validation
0 0.6598 0.6652
1 0.6387 0.6679
2 0.6000 0.6519
3 0.5913 0.6410
4 0.5889 0.6378
5 0.5867 0.6365
6 0.5847 0.6357
7 0.5830 0.6351
8 0.5814 0.6347
9 0.5800 0.6343
10 0.5786 0.6340
11 0.5773 0.6337
12 0.5760 0.6334
13 0.5747 0.6332
14 0.5735 0.6329
15 0.5723 0.6326
16 0.5711 0.6322
17 0.5700 0.6319
18 0.5689 0.6316
19 0.5678 0.6312
20 0.5668 0.6309
21 0.5657 0.6305
22 0.5647 0.6302
23 0.5637 0.6298
24 0.5628 0.6294
25 0.5618 0.6290
26 0.5609 0.6287
27 0.5600 0.6283
28 0.5591 0.6279
29 0.5583 0.6275
30 0.5574 0.6272
31 0.5566 0.6268
32 0.5558 0.6264
33 0.5550 0.6261
34 0.5543 0.6257
35 0.5535 0.6253
36 0.5528 0.6250
37 0.5520 0.6246
38 0.5513 0.6243
39 0.5506 0.6239
40 0.5500 0.6236
41 0.5493 0.6232
42 0.5486 0.6229
43 0.5480 0.6225
44 0.5473 0.6222
45 0.5467 0.6219
46 0.5461 0.6216
47 0.5455 0.6212
48 0.5449 0.6209
49 0.5443 0.6206
50 0.5438 0.6203
51 0.5432 0.6200
52 0.5426 0.6197
53 0.5421 0.6194
54 0.5416 0.6191
55 0.5410 0.6188
56 0.5405 0.6185
57 0.5400 0.6183
58 0.5395 0.6180
59 0.5390 0.6177
60 0.5385 0.6174
61 0.5380 0.6172
62 0.5376 0.6169
63 0.5371 0.6166
64 0.5366 0.6164
65 0.5362 0.6161
66 0.5357 0.6159
67 0.5353 0.6156
68 0.5349 0.6154
69 0.5344 0.6151
70 0.5340 0.6149
71 0.5336 0.6147
72 0.5332 0.6144
73 0.5328 0.6142
74 0.5324 0.6140
75 0.5320 0.6137
76 0.5316 0.6135
77 0.5312 0.6133
78 0.5308 0.6131
79 0.5304 0.6129
80 0.5301 0.6127
81 0.5297 0.6125
82 0.5293 0.6122
83 0.5290 0.6120
84 0.5286 0.6118
85 0.5282 0.6116
86 0.5279 0.6114
87 0.5276 0.6113
88 0.5272 0.6111
89 0.5269 0.6109
90 0.5265 0.6107
91 0.5262 0.6105
92 0.5259 0.6103
93 0.5256 0.6101
94 0.5252 0.6100
95 0.5249 0.6098
96 0.5246 0.6096
97 0.5243 0.6094
98 0.5240 0.6093
99 0.5237 0.6091
