epoch training validation
0 [1.0027, 2.9604] [0.6341, 2.2720]
1 [0.9918, 2.9068] [0.5612, 2.1407]
2 [0.8977, 2.7701] [0.5270, 2.0528]
3 [0.8252, 2.6305] [0.5126, 1.9805]
4 [0.7297, 2.6123] [0.5101, 1.9334]
5 [0.7737, 2.5397] [0.5057, 1.8874]
6 [0.7197, 2.4497] [0.5007, 1.8514]
7 [0.6311, 2.4702] [0.5096, 1.8187]
8 [0.6417, 2.4304] [0.5158, 1.7985]
9 [0.6043, 2.3671] [0.5105, 1.7706]
10 [0.5631, 2.3382] [0.4981, 1.7477]
11 [0.5369, 2.3249] [0.5392, 1.7275]
12 [0.4965, 2.3074] [0.5141, 1.7060]
13 [0.5060, 2.2217] [0.4785, 1.6884]
14 [0.4773, 2.2108] [0.5030, 1.6765]
15 [0.4427, 2.2267] [0.4992, 1.6660]
16 [0.4383, 2.2034] [0.6058, 1.6504]
17 [0.3973, 2.1537] [0.4914, 1.6361]
18 [0.3625, 2.1443] [0.5617, 1.6241]
19 [0.3571, 2.1185] [0.7084, 1.6053]
20 [0.3454, 2.1258] [0.7665, 1.5960]
21 [0.3418, 2.0589] [0.6502, 1.5840]
22 [0.3065, 2.0938] [0.6602, 1.5662]
23 [0.2688, 2.0462] [0.7005, 1.5529]
24 [0.2676, 2.0838] [0.8116, 1.5405]
25 [0.2428, 2.0331] [0.6537, 1.5413]
26 [0.2398, 2.0525] [0.6404, 1.5381]
27 [0.2411, 2.0128] [0.6228, 1.5377]
28 [0.2327, 1.9982] [0.6210, 1.5347]
29 [0.2274, 2.0503] [0.6566, 1.5314]
30 [0.2298, 2.0323] [0.6449, 1.5301]
31 [0.2283, 2.0188] [0.6694, 1.5286]
32 [0.2327, 2.0275] [0.6640, 1.5274]
