epoch training validation
-1 4.7643 4.7613
0 4.7641 4.7613
1 4.7643 4.7611
2 1.7408 1.1130
3 1.0266 0.9733
4 0.9277 0.8505
5 0.6367 0.5209
6 0.4800 0.4531
7 0.4361 0.4235
8 0.4150 0.4061
9 0.4018 0.3945
10 0.3921 0.3863
11 0.3845 0.3799
12 0.3784 0.3745
13 0.3735 0.3701
14 0.3689 0.3659
15 0.3652 0.3633
16 0.3613 0.3596
17 0.3582 0.3556
18 0.3552 0.3530
19 0.3523 0.3498
20 0.3497 0.3471
21 0.3471 0.3447
22 0.3448 0.3421
23 0.3426 0.3402
24 0.3404 0.3381
25 0.3382 0.3376
26 0.3361 0.3356
27 0.3343 0.3334
28 0.3327 0.3300
29 0.3310 0.3314
30 0.3293 0.3297
31 0.3279 0.3271
32 0.3264 0.3246
33 0.3251 0.3237
34 0.3238 0.3222
35 0.3224 0.3209
36 0.3211 0.3189
37 0.3199 0.3194
38 0.3187 0.3172
39 0.3174 0.3167
40 0.3162 0.3144
41 0.3151 0.3156
42 0.3140 0.3129
43 0.3128 0.3109
44 0.3118 0.3104
45 0.3107 0.3082
46 0.3095 0.3083
47 0.3083 0.3073
48 0.3071 0.3053
49 0.3059 0.3038
50 0.3047 0.3036
51 0.3035 0.3014
52 0.3024 0.3016
53 0.3015 0.3000
54 0.3003 0.2986
55 0.2994 0.2983
56 0.2984 0.2970
57 0.2973 0.2961
58 0.2964 0.2954
59 0.2956 0.2944
60 0.2947 0.2936
61 0.2938 0.2922
62 0.2930 0.2917
63 0.2922 0.2912
64 0.2914 0.2910
65 0.2907 0.2898
66 0.2898 0.2895
67 0.2892 0.2881
68 0.2886 0.2878
69 0.2879 0.2884
70 0.2873 0.2865
71 0.2867 0.2868
72 0.2859 0.2861
73 0.2854 0.2846
74 0.2849 0.2843
75 0.2844 0.2831
76 0.2838 0.2834
77 0.2832 0.2819
78 0.2827 0.2818
79 0.2821 0.2816
80 0.2818 0.2808
81 0.2812 0.2809
82 0.2807 0.2807
83 0.2803 0.2798
84 0.2799 0.2789
85 0.2794 0.2784
86 0.2789 0.2776
87 0.2785 0.2779
88 0.2780 0.2775
89 0.2776 0.2765
90 0.2772 0.2765
91 0.2769 0.2765
92 0.2764 0.2761
93 0.2760 0.2749
94 0.2756 0.2746
95 0.2752 0.2743
96 0.2748 0.2746
97 0.2745 0.2745
98 0.2742 0.2743
99 0.2738 0.2735
100 0.2735 0.2728
101 0.2730 0.2721
102 0.2727 0.2713
103 0.2724 0.2713
104 0.2720 0.2718
105 0.2717 0.2711
106 0.2714 0.2707
107 0.2711 0.2706
108 0.2708 0.2700
109 0.2704 0.2695
110 0.2701 0.2701
111 0.2698 0.2691
112 0.2697 0.2688
113 0.2694 0.2688
114 0.2690 0.2682
115 0.2687 0.2683
116 0.2685 0.2675
117 0.2682 0.2680
118 0.2679 0.2669
119 0.2678 0.2668
120 0.2674 0.2670
121 0.2672 0.2662
122 0.2670 0.2667
123 0.2666 0.2656
124 0.2663 0.2661
125 0.2661 0.2657
126 0.2658 0.2650
127 0.2656 0.2647
128 0.2652 0.2649
129 0.2650 0.2642
130 0.2648 0.2638
131 0.2647 0.2635
132 0.2642 0.2631
133 0.2641 0.2633
134 0.2638 0.2629
135 0.2636 0.2636
136 0.2633 0.2626
137 0.2632 0.2623
138 0.2629 0.2635
139 0.2626 0.2622
140 0.2624 0.2613
141 0.2622 0.2622
142 0.2620 0.2616
143 0.2618 0.2608
144 0.2616 0.2607
145 0.2614 0.2609
146 0.2611 0.2604
147 0.2608 0.2602
148 0.2607 0.2598
149 0.2606 0.2596
150 0.2602 0.2595
151 0.2602 0.2593
152 0.2599 0.2593
153 0.2598 0.2594
154 0.2596 0.2598
155 0.2593 0.2588
156 0.2591 0.2582
157 0.2590 0.2586
158 0.2587 0.2576
159 0.2586 0.2580
160 0.2584 0.2578
161 0.2582 0.2576
162 0.2581 0.2572
163 0.2579 0.2570
164 0.2576 0.2570
165 0.2575 0.2567
166 0.2574 0.2569
167 0.2571 0.2564
168 0.2570 0.2565
169 0.2569 0.2561
170 0.2567 0.2558
171 0.2565 0.2561
172 0.2563 0.2565
173 0.2563 0.2552
174 0.2561 0.2556
175 0.2560 0.2549
176 0.2556 0.2570
177 0.2555 0.2552
178 0.2554 0.2545
179 0.2552 0.2546
180 0.2550 0.2549
181 0.2549 0.2553
182 0.2547 0.2540
183 0.2547 0.2536
184 0.2544 0.2535
185 0.2543 0.2535
186 0.2542 0.2535
187 0.2539 0.2538
188 0.2539 0.2535
189 0.2537 0.2528
190 0.2537 0.2529
191 0.2534 0.2529
192 0.2534 0.2524
193 0.2531 0.2528
194 0.2530 0.2519
195 0.2529 0.2527
196 0.2528 0.2518
197 0.2526 0.2522
198 0.2524 0.2520
199 0.2523 0.2520
200 0.2523 0.2517
