epoch training validation
0 [1.0902,2.7579] [0.6920,1.9786]
1 [0.9844,2.5909] [0.6999,1.9603]
2 [0.8863,2.6329] [0.6466,1.9546]
3 [0.8451,2.6913] [0.6338,1.9541]
4 [0.8631,2.7071] [0.6242,1.9550]
5 [0.7668,2.6261] [0.5982,1.9606]
6 [0.7450,2.5885] [0.5816,1.9689]
7 [0.6799,2.6886] [0.5643,1.9771]
8 [0.6566,2.6720] [0.5286,1.9919]
9 [0.6592,2.6689] [0.5151,2.0199]
10 [0.5979,2.6669] [0.4976,2.0558]
11 [0.5725,2.7674] [0.4831,2.1048]
12 [0.5677,2.7107] [0.4831,2.1257]
13 [0.5544,2.7324] [0.4778,2.1779]
14 [0.5409,2.8378] [0.4737,2.2594]
15 [0.5000,2.9376] [0.4752,2.3681]
16 [0.4935,3.0306] [0.4655,2.4743]
17 [0.4714,3.1498] [0.4664,2.5886]
18 [0.4375,3.3427] [0.4812,2.7850]
19 [0.4352,3.5910] [0.4763,3.0949]
20 [0.4124,3.8793] [0.4736,3.5789]
21 [0.4115,4.3741] [0.4684,4.3154]
22 [0.3989,5.0792] [0.4564,5.5659]
23 [0.3813,6.5433] [0.4663,7.8475]
24 [0.3885,8.7512] [0.4591,11.0736]
25 [0.3987,11.9933] [0.4980,15.3827]
26 [0.4498,15.2511] [0.5119,19.3257]
27 [0.4376,18.2975] [0.5490,23.3914]
28 [0.4781,21.2571] [0.5638,26.2313]
29 [0.4741,23.3688] [0.5888,28.8963]
30 [0.5036,24.1368] [0.6693,29.3104]
31 [0.5252,24.5661] [0.6532,29.2727]
32 [0.4473,24.1785] [0.6545,28.8503]
33 [0.4896,23.6342] [0.7600,27.6453]
34 [0.4378,23.0721] [0.7433,27.5037]
35 [0.4649,22.6800] [0.7513,27.3792]
36 [0.4779,22.6978] [0.7407,27.2397]
37 [0.4300,22.4507] [0.7392,27.1269]
38 [0.4458,22.4562] [0.7431,27.0541]
39 [0.4208,22.5154] [0.7553,26.9395]
