epoch training validation
0 [8.9434, 20.2884] [4.0383, 8.8828]
1 [8.1041, 21.0692] [2.8661, 8.8639]
2 [7.1465, 19.4992] [2.6906, 8.7604]
3 [7.2596, 19.3798] [2.7440, 8.6680]
4 [6.7389, 20.0256] [2.4558, 8.5500]
5 [6.7695, 20.0808] [2.5117, 8.5425]
6 [6.8929, 20.4077] [2.6723, 8.5458]
7 [6.4048, 19.0922] [2.4296, 8.5044]
8 [6.4197, 19.7962] [2.5594, 8.5258]
9 [6.1984, 19.3746] [2.4218, 8.3743]
10 [6.2068, 19.2938] [2.5756, 8.3462]
11 [6.1090, 19.3572] [2.3692, 8.1509]
12 [5.8327, 18.8570] [2.2940, 8.0792]
13 [5.3550, 18.7040] [2.2609, 7.9549]
14 [6.0858, 19.3154] [2.3261, 7.8874]
15 [5.4087, 19.0335] [2.3360, 7.7609]
16 [5.9000, 18.9487] [2.3254, 7.7306]
17 [5.4964, 18.3325] [2.3126, 7.6094]
18 [4.9400, 18.2748] [2.2580, 7.5257]
19 [5.6875, 18.5542] [2.2739, 7.4168]
20 [5.1850, 18.2990] [2.1798, 7.3940]
21 [5.1589, 18.0803] [2.2186, 7.2683]
22 [5.2204, 17.8231] [2.2373, 7.3010]
23 [5.1362, 17.3800] [2.1555, 7.2368]
24 [5.1556, 17.8879] [2.2390, 7.1240]
25 [4.8911, 18.1417] [2.2257, 7.0995]
26 [4.9079, 17.2658] [2.3708, 7.1304]
27 [4.6515, 17.3850] [2.2619, 7.0171]
28 [4.9616, 17.5509] [2.2194, 6.8965]
29 [4.6254, 16.9878] [2.2453, 6.8296]
30 [4.9408, 16.8016] [2.1024, 6.7794]
31 [4.9542, 17.0843] [2.2043, 6.6548]
32 [4.6487, 16.7907] [2.2041, 6.6719]
33 [4.8028, 16.5873] [2.2060, 6.6429]
34 [4.3540, 17.0523] [2.1484, 6.5521]
35 [4.5242, 16.9245] [2.0873, 6.5387]
36 [4.5113, 16.8069] [2.2023, 6.4940]
37 [4.5612, 16.3511] [2.0605, 6.4494]
38 [4.6585, 16.2716] [2.1906, 6.4204]
39 [4.2305, 15.9485] [2.1784, 6.3480]
