epoch training validation
0 [1.2513,2.7292] [0.8341,1.9313]
1 [1.2824,2.6992] [0.7528,1.8858]
2 [1.1550,2.6166] [0.7065,1.8509]
3 [1.1254,2.6624] [0.6816,1.8234]
4 [1.1235,2.6642] [0.6709,1.8029]
5 [1.1075,2.6608] [0.6694,1.7867]
6 [1.1165,2.6812] [0.6722,1.7735]
7 [1.1948,2.5480] [0.6778,1.7636]
8 [1.1043,2.5899] [0.6813,1.7564]
9 [1.0670,2.5850] [0.6822,1.7510]
10 [1.0850,2.5620] [0.6852,1.7450]
11 [1.1152,2.4727] [0.6904,1.7407]
12 [1.0563,2.5643] [0.6944,1.7368]
13 [1.0356,2.4581] [0.6953,1.7338]
14 [1.1096,2.5921] [0.6970,1.7304]
15 [1.0218,2.5071] [0.6940,1.7269]
16 [1.0683,2.4917] [0.6943,1.7247]
17 [1.1068,2.5199] [0.6944,1.7244]
18 [1.0808,2.4594] [0.6944,1.7242]
19 [1.0477,2.4525] [0.6941,1.7241]
20 [1.0273,2.3937] [0.6939,1.7240]
21 [1.0302,2.4648] [0.6940,1.7239]
22 [1.0358,2.4936] [0.6939,1.7238]
23 [1.1090,2.4758] [0.6940,1.7235]
24 [1.0138,2.5148] [0.6940,1.7233]
