epoch training validation
0 [0.9644,2.6826] [0.7458,1.9847]
1 [0.9526,2.6399] [0.6085,1.9760]
2 [0.8339,2.6726] [0.5923,1.9905]
3 [0.8066,2.6014] [0.5817,2.0010]
4 [0.8159,2.6090] [0.5611,2.0240]
5 [0.7448,2.6232] [0.5536,2.0666]
6 [0.7397,2.6032] [0.5431,2.0935]
7 [0.7088,2.7442] [0.5365,2.1238]
8 [0.6735,2.7318] [0.5243,2.1879]
9 [0.6903,2.6916] [0.5184,2.2593]
10 [0.6515,2.7750] [0.5081,2.3101]
11 [0.6477,2.7951] [0.4946,2.3923]
12 [0.6115,2.8058] [0.4822,2.4958]
13 [0.5926,2.8720] [0.4741,2.6681]
14 [0.5757,3.0981] [0.4648,2.9654]
15 [0.5127,3.3748] [0.4563,3.3743]
16 [0.4976,3.7811] [0.4568,4.0874]
17 [0.4869,4.5311] [0.4495,5.1334]
18 [0.4926,5.6339] [0.4596,6.5312]
19 [0.4716,6.8529] [0.4687,8.2185]
20 [0.4598,8.5153] [0.4656,10.2100]
21 [0.4675,10.3429] [0.4965,12.5897]
22 [0.4657,12.3523] [0.4740,14.9147]
23 [0.4773,14.1831] [0.5093,16.7086]
24 [0.4791,15.3917] [0.5269,18.0347]
25 [0.4827,16.2195] [0.5777,19.0510]
26 [0.4541,17.0085] [0.6006,19.8885]
27 [0.4416,17.1552] [0.6322,20.2199]
28 [0.4757,17.7655] [0.5372,20.2992]
29 [0.4176,17.4440] [0.5062,20.3174]
30 [0.4543,17.3633] [0.5256,20.3061]
31 [0.4648,17.2083] [0.5240,20.2637]
32 [0.4209,17.0160] [0.5217,20.2743]
33 [0.4314,17.0005] [0.5153,20.2625]
34 [0.4531,17.4213] [0.5176,20.2594]
35 [0.4463,17.2495] [0.5228,20.2312]
36 [0.4340,17.2502] [0.5298,20.2111]
