epoch training validation
-1 4.9400 4.9549
0 4.9410 4.9543
1 4.9404 4.9559
2 1.4378 0.6982
3 0.5645 0.4684
4 0.3946 0.3342
5 0.2855 0.2544
6 0.2363 0.2236
7 0.2124 0.2038
8 0.1968 0.1920
9 0.1848 0.1812
10 0.1759 0.1726
11 0.1685 0.1653
12 0.1621 0.1586
13 0.1552 0.1522
14 0.1481 0.1443
15 0.1410 0.1379
16 0.1352 0.1332
17 0.1300 0.1276
18 0.1254 0.1237
19 0.1213 0.1215
20 0.1175 0.1162
21 0.1140 0.1130
22 0.1111 0.1098
23 0.1079 0.1070
24 0.1054 0.1043
25 0.1025 0.1013
26 0.1003 0.0995
27 0.0984 0.0992
28 0.0966 0.0962
29 0.0952 0.0952
30 0.0936 0.0937
31 0.0923 0.0919
32 0.0911 0.0909
33 0.0899 0.0894
34 0.0887 0.0885
35 0.0876 0.0875
36 0.0866 0.0861
37 0.0858 0.0854
38 0.0849 0.0850
39 0.0839 0.0840
40 0.0833 0.0827
41 0.0824 0.0821
42 0.0818 0.0814
43 0.0810 0.0810
44 0.0804 0.0804
45 0.0797 0.0796
46 0.0791 0.0795
47 0.0785 0.0788
48 0.0777 0.0783
49 0.0773 0.0773
50 0.0769 0.0771
51 0.0762 0.0763
52 0.0759 0.0763
53 0.0753 0.0756
54 0.0748 0.0747
55 0.0743 0.0750
56 0.0740 0.0741
57 0.0735 0.0739
58 0.0731 0.0732
59 0.0727 0.0732
60 0.0723 0.0729
61 0.0720 0.0720
62 0.0716 0.0721
63 0.0713 0.0713
64 0.0709 0.0711
65 0.0705 0.0705
66 0.0701 0.0702
67 0.0698 0.0697
68 0.0695 0.0699
69 0.0691 0.0687
70 0.0689 0.0684
71 0.0686 0.0694
72 0.0683 0.0683
73 0.0680 0.0682
74 0.0677 0.0680
75 0.0673 0.0672
76 0.0670 0.0676
77 0.0668 0.0671
78 0.0665 0.0666
79 0.0662 0.0662
80 0.0658 0.0659
81 0.0657 0.0658
82 0.0655 0.0653
83 0.0652 0.0653
84 0.0649 0.0649
85 0.0647 0.0647
86 0.0645 0.0646
87 0.0642 0.0647
88 0.0640 0.0642
89 0.0637 0.0642
90 0.0637 0.0637
91 0.0634 0.0635
92 0.0633 0.0633
93 0.0630 0.0634
94 0.0628 0.0627
95 0.0625 0.0625
96 0.0624 0.0622
97 0.0622 0.0623
98 0.0620 0.0624
99 0.0618 0.0621
100 0.0616 0.0614
101 0.0614 0.0624
102 0.0611 0.0617
103 0.0611 0.0618
104 0.0609 0.0610
105 0.0607 0.0609
106 0.0606 0.0609
107 0.0604 0.0600
108 0.0602 0.0601
109 0.0600 0.0607
110 0.0600 0.0603
111 0.0597 0.0598
112 0.0594 0.0600
113 0.0595 0.0591
114 0.0593 0.0591
115 0.0592 0.0592
116 0.0589 0.0596
117 0.0588 0.0591
118 0.0587 0.0587
119 0.0586 0.0583
120 0.0584 0.0589
121 0.0583 0.0580
122 0.0580 0.0583
123 0.0580 0.0581
124 0.0576 0.0583
125 0.0577 0.0580
126 0.0575 0.0576
127 0.0574 0.0573
128 0.0573 0.0574
129 0.0571 0.0572
130 0.0569 0.0570
131 0.0568 0.0566
132 0.0567 0.0571
133 0.0565 0.0565
134 0.0564 0.0566
135 0.0564 0.0565
136 0.0563 0.0567
137 0.0561 0.0562
138 0.0559 0.0563
139 0.0558 0.0565
140 0.0557 0.0558
141 0.0557 0.0558
142 0.0556 0.0561
143 0.0555 0.0559
144 0.0553 0.0554
145 0.0552 0.0556
146 0.0551 0.0555
147 0.0550 0.0550
148 0.0550 0.0553
149 0.0548 0.0553
150 0.0548 0.0554
151 0.0546 0.0556
152 0.0546 0.0547
153 0.0545 0.0542
154 0.0545 0.0543
155 0.0542 0.0541
156 0.0542 0.0545
157 0.0541 0.0541
158 0.0539 0.0544
159 0.0539 0.0542
160 0.0539 0.0540
161 0.0538 0.0539
162 0.0537 0.0539
163 0.0536 0.0539
164 0.0535 0.0536
165 0.0534 0.0544
166 0.0532 0.0539
167 0.0532 0.0539
168 0.0532 0.0535
169 0.0532 0.0529
170 0.0531 0.0531
171 0.0530 0.0533
172 0.0529 0.0532
173 0.0529 0.0531
174 0.0529 0.0530
175 0.0527 0.0531
176 0.0526 0.0522
177 0.0525 0.0527
178 0.0525 0.0524
179 0.0523 0.0529
180 0.0524 0.0525
181 0.0522 0.0527
182 0.0523 0.0524
183 0.0521 0.0525
184 0.0521 0.0527
185 0.0521 0.0519
186 0.0519 0.0518
187 0.0519 0.0519
188 0.0519 0.0523
189 0.0518 0.0518
190 0.0517 0.0519
191 0.0516 0.0516
192 0.0516 0.0517
193 0.0515 0.0514
194 0.0515 0.0519
195 0.0515 0.0512
196 0.0513 0.0519
197 0.0513 0.0517
198 0.0512 0.0511
199 0.0513 0.0517
200 0.0509 0.0515
