epoch training validation
0 6.9273 6.8189
1 5.5716 5.1991
2 5.2543 5.0863
3 5.1792 5.0360
4 5.1422 5.0067
5 5.1183 4.9830
6 5.1018 4.9745
7 5.0877 4.9618
8 5.0770 4.9523
9 5.0664 4.9441
10 5.0586 4.9334
11 5.0496 4.9288
12 5.0432 4.9266
13 5.0371 4.9201
14 5.0320 4.9219
15 5.0279 4.9130
16 5.0244 4.9084
17 5.0205 4.9095
18 5.0183 4.9035
19 5.0160 4.9020
20 5.0134 4.9029
21 5.0121 4.8977
22 5.0110 4.8985
23 5.0093 4.8985
24 5.0088 4.8960
25 5.0070 4.8934
26 5.0059 4.8936
27 5.0057 4.8972
28 5.0075 4.8938
29 5.0037 4.8922
30 5.0028 4.8895
31 5.0022 4.8896
32 5.0014 4.8898
33 5.0005 4.8896
34 5.0003 4.8899
35 4.9997 4.8900
36 4.9993 4.8884
37 4.9985 4.8852
38 4.9974 4.8870
39 4.9975 4.8853
40 4.9972 4.8840
41 4.9971 4.8881
42 4.9963 4.8841
43 4.9961 4.8843
44 4.9958 4.8859
45 4.9948 4.8835
46 4.9949 4.8848
47 4.9946 4.8846
48 4.9943 4.8837
49 4.9942 4.8828
50 4.9931 4.8814
51 4.9945 4.8815
52 4.9926 4.8824
53 4.9928 4.8819
54 4.9923 4.8828
55 4.9921 4.8806
56 4.9924 4.8831
57 4.9926 4.8810
58 4.9918 4.8783
59 4.9909 4.8801
60 4.9913 4.8779
61 4.9908 4.8805
62 4.9908 4.8788
63 4.9897 4.8783
64 4.9897 4.8792
65 4.9892 4.8796
66 4.9891 4.8768
67 4.9887 4.8800
68 4.9885 4.8778
69 4.9883 4.8790
70 4.9889 4.8769
71 4.9902 4.8786
72 4.9884 4.8783
73 4.9881 4.8771
74 4.9877 4.8763
75 4.9871 4.8743
76 4.9880 4.8773
77 4.9875 4.8774
78 4.9869 4.8768
79 4.9869 4.8749
80 4.9863 4.8747
81 4.9865 4.8769
82 4.9866 4.8821
83 4.9932 4.8803
84 4.9888 4.8769
85 4.9878 4.8765
86 4.9875 4.8779
