epoch training validation
0 0.6620 0.6829
1 0.6751 0.6810
2 0.6405 0.6820
3 0.6345 0.6822
4 0.6309 0.6826
5 0.6282 0.6827
6 0.6258 0.6825
7 0.6237 0.6821
8 0.6217 0.6815
9 0.6198 0.6809
10 0.6181 0.6802
11 0.6165 0.6795
12 0.6149 0.6788
13 0.6134 0.6781
14 0.6120 0.6775
15 0.6106 0.6768
16 0.6094 0.6762
17 0.6081 0.6756
18 0.6069 0.6750
19 0.6058 0.6745
20 0.6047 0.6739
21 0.6036 0.6734
22 0.6026 0.6729
23 0.6016 0.6724
24 0.6006 0.6720
25 0.5997 0.6715
26 0.5988 0.6711
27 0.5979 0.6707
28 0.5971 0.6703
29 0.5963 0.6699
30 0.5954 0.6696
31 0.5947 0.6692
32 0.5939 0.6689
33 0.5931 0.6686
34 0.5924 0.6682
35 0.5917 0.6679
36 0.5910 0.6676
37 0.5903 0.6674
38 0.5896 0.6671
39 0.5889 0.6668
40 0.5883 0.6666
41 0.5877 0.6663
42 0.5870 0.6661
43 0.5864 0.6659
44 0.5858 0.6656
45 0.5852 0.6654
46 0.5846 0.6652
47 0.5841 0.6650
48 0.5835 0.6648
49 0.5829 0.6646
50 0.5824 0.6645
51 0.5819 0.6643
52 0.5813 0.6641
53 0.5808 0.6639
54 0.5803 0.6638
55 0.5798 0.6636
56 0.5793 0.6635
57 0.5788 0.6633
58 0.5783 0.6632
59 0.5778 0.6631
60 0.5773 0.6629
61 0.5768 0.6628
62 0.5764 0.6627
63 0.5759 0.6626
64 0.5755 0.6625
65 0.5750 0.6623
66 0.5746 0.6622
67 0.5741 0.6621
68 0.5737 0.6620
69 0.5733 0.6619
70 0.5729 0.6618
71 0.5724 0.6617
72 0.5720 0.6616
73 0.5716 0.6615
74 0.5712 0.6615
