epoch training validation
0 [1.0072,2.7508] [0.8219,1.9394]
1 [1.0438,2.6922] [0.7724,1.8961]
2 [0.9473,2.6997] [0.7318,1.8634]
3 [0.9401,2.6211] [0.7047,1.8416]
4 [1.0133,2.6223] [0.6887,1.8258]
5 [0.8883,2.6153] [0.6692,1.8129]
6 [0.9796,2.5588] [0.6584,1.8034]
7 [0.9041,2.6500] [0.6486,1.7951]
8 [0.9107,2.6339] [0.6414,1.7896]
9 [0.9851,2.5232] [0.6404,1.7862]
10 [0.9245,2.5918] [0.6436,1.7825]
11 [0.9541,2.5962] [0.6403,1.7811]
12 [0.9233,2.5280] [0.6373,1.7795]
13 [0.9317,2.5241] [0.6350,1.7778]
14 [0.9904,2.5193] [0.6359,1.7766]
15 [0.8884,2.5258] [0.6346,1.7756]
16 [0.9480,2.5773] [0.6354,1.7740]
17 [0.8998,2.5302] [0.6347,1.7726]
18 [0.9452,2.4885] [0.6330,1.7713]
19 [0.9411,2.5165] [0.6316,1.7702]
20 [0.9089,2.5003] [0.6293,1.7698]
21 [0.9505,2.4965] [0.6292,1.7688]
22 [0.8975,2.4625] [0.6260,1.7674]
23 [0.8525,2.4670] [0.6254,1.7664]
24 [0.9156,2.4951] [0.6256,1.7660]
25 [0.8856,2.4359] [0.6252,1.7657]
26 [0.9363,2.5016] [0.6258,1.7655]
27 [0.8604,2.5218] [0.6218,1.7652]
28 [0.8751,2.4986] [0.6209,1.7644]
29 [0.8723,2.4719] [0.6197,1.7632]
30 [0.8546,2.4535] [0.6185,1.7627]
31 [0.8803,2.4238] [0.6178,1.7620]
32 [0.8720,2.4222] [0.6192,1.7619]
33 [0.8719,2.4246] [0.6181,1.7616]
34 [0.8930,2.4899] [0.6176,1.7614]
35 [0.8771,2.3770] [0.6164,1.7604]
36 [0.8532,2.3978] [0.6171,1.7599]
37 [0.8370,2.4437] [0.6171,1.7595]
38 [0.8677,2.4185] [0.6162,1.7582]
39 [0.8526,2.4138] [0.6179,1.7577]
40 [0.8698,2.4069] [0.6161,1.7575]
41 [0.8397,2.3945] [0.6154,1.7568]
42 [0.8874,2.4212] [0.6154,1.7560]
43 [0.8502,2.3817] [0.6173,1.7558]
44 [0.8451,2.4056] [0.6141,1.7548]
45 [0.8843,2.3555] [0.6110,1.7544]
46 [0.8270,2.4482] [0.6105,1.7533]
47 [0.8380,2.3578] [0.6073,1.7531]
48 [0.8664,2.3677] [0.6075,1.7524]
49 [0.8689,2.3594] [0.6088,1.7516]
50 [0.8530,2.3861] [0.6087,1.7508]
51 [0.8277,2.3473] [0.6078,1.7511]
52 [0.8525,2.4433] [0.6090,1.7507]
53 [0.8082,2.4113] [0.6097,1.7510]
54 [0.8121,2.3645] [0.6088,1.7501]
55 [0.8119,2.3922] [0.6072,1.7491]
56 [0.8506,2.3781] [0.6076,1.7485]
57 [0.7852,2.3596] [0.6066,1.7475]
58 [0.7902,2.3676] [0.6058,1.7472]
59 [0.8394,2.3487] [0.6051,1.7471]
60 [0.7946,2.3373] [0.6052,1.7465]
61 [0.8191,2.3365] [0.6064,1.7463]
62 [0.7922,2.3009] [0.6046,1.7461]
63 [0.7904,2.3003] [0.6033,1.7462]
64 [0.8129,2.3098] [0.6024,1.7456]
65 [0.8233,2.2739] [0.6026,1.7450]
66 [0.8076,2.3062] [0.6022,1.7448]
67 [0.8268,2.3058] [0.6017,1.7449]
68 [0.7880,2.2870] [0.6023,1.7445]
69 [0.7576,2.3259] [0.6010,1.7450]
70 [0.7866,2.3234] [0.6008,1.7445]
71 [0.8045,2.2897] [0.6013,1.7426]
72 [0.7792,2.2995] [0.6005,1.7411]
73 [0.8046,2.2511] [0.5991,1.7410]
74 [0.8082,2.3786] [0.5983,1.7400]
75 [0.7915,2.2905] [0.5990,1.7403]
76 [0.7914,2.3144] [0.5995,1.7404]
77 [0.7911,2.2756] [0.5992,1.7397]
78 [0.7598,2.2877] [0.5969,1.7391]
79 [0.7529,2.3050] [0.5980,1.7389]
80 [0.8084,2.3072] [0.5980,1.7379]
81 [0.7552,2.2611] [0.5970,1.7369]
82 [0.8089,2.2737] [0.5966,1.7363]
83 [0.7922,2.3510] [0.5970,1.7360]
84 [0.7704,2.2885] [0.5976,1.7355]
85 [0.7754,2.2793] [0.5971,1.7353]
86 [0.7867,2.2294] [0.5969,1.7340]
87 [0.7690,2.2268] [0.5969,1.7337]
88 [0.7694,2.2194] [0.5964,1.7325]
89 [0.7594,2.2759] [0.5953,1.7326]
90 [0.7516,2.2426] [0.5949,1.7321]
91 [0.7492,2.2301] [0.5948,1.7320]
92 [0.7668,2.2349] [0.5948,1.7315]
93 [0.7619,2.1732] [0.5943,1.7318]
94 [0.7649,2.2302] [0.5939,1.7322]
95 [0.7767,2.2464] [0.5941,1.7330]
96 [0.7188,2.2797] [0.5933,1.7323]
97 [0.7497,2.2591] [0.5932,1.7310]
98 [0.7513,2.1898] [0.5932,1.7309]
99 [0.7326,2.2109] [0.5925,1.7306]
