epoch training validation
0 [0.9644, 2.6826] [0.7458, 1.9847]
1 [0.9517, 2.6204] [0.6080, 1.9381]
2 [0.8330, 2.6135] [0.5918, 1.9192]
3 [0.8033, 2.5143] [0.5808, 1.9028]
4 [0.8137, 2.4995] [0.5600, 1.8982]
5 [0.7433, 2.4737] [0.5525, 1.9011]
6 [0.7340, 2.4151] [0.5407, 1.8848]
7 [0.7038, 2.5014] [0.5327, 1.8689]
8 [0.6691, 2.4431] [0.5187, 1.8652]
9 [0.6795, 2.3473] [0.5082, 1.8541]
10 [0.6304, 2.3529] [0.4941, 1.8303]
11 [0.6239, 2.3096] [0.4769, 1.8153]
12 [0.5831, 2.2451] [0.4641, 1.7913]
13 [0.5624, 2.2244] [0.4607, 1.7732]
14 [0.5407, 2.2326] [0.4529, 1.7676]
15 [0.4759, 2.2162] [0.4465, 1.7574]
16 [0.4650, 2.2194] [0.4478, 1.7501]
17 [0.4412, 2.1552] [0.4451, 1.7384]
18 [0.4397, 2.1545] [0.4403, 1.7399]
19 [0.3941, 2.1314] [0.4450, 1.7295]
20 [0.3650, 2.1227] [0.4345, 1.7193]
21 [0.3675, 2.0896] [0.4329, 1.7189]
22 [0.3272, 2.0864] [0.4282, 1.7147]
23 [0.3019, 2.0677] [0.4286, 1.7062]
24 [0.2924, 2.0960] [0.4401, 1.6917]
25 [0.2821, 2.0751] [0.4376, 1.6951]
26 [0.2454, 2.0791] [0.5100, 1.6885]
27 [0.2411, 2.0632] [0.4643, 1.6691]
28 [0.2222, 2.0402] [0.4464, 1.6557]
29 [0.1946, 2.0277] [0.4530, 1.6360]
30 [0.1831, 2.0021] [0.5088, 1.6327]
31 [0.1718, 1.9978] [0.4893, 1.6296]
32 [0.1492, 1.9862] [0.4952, 1.6195]
33 [0.1440, 1.9766] [0.5742, 1.6167]
34 [0.1436, 2.0145] [0.4753, 1.6148]
35 [0.1323, 1.9678] [0.4798, 1.6144]
36 [0.1365, 1.9809] [0.4821, 1.6094]
37 [0.1277, 1.9903] [0.4828, 1.6087]
38 [0.1254, 1.9807] [0.4866, 1.6086]
39 [0.1260, 1.9675] [0.4881, 1.6071]
