epoch training validation
0 [1.0619, 2.8307] [0.7110, 2.0136]
1 [1.0343, 2.7216] [0.6390, 1.9363]
2 [0.9339, 2.6385] [0.6094, 1.8876]
3 [0.9396, 2.5322] [0.5886, 1.8471]
4 [0.8821, 2.5528] [0.5731, 1.8163]
5 [0.8291, 2.5412] [0.5612, 1.7976]
6 [0.7742, 2.4140] [0.5529, 1.7767]
7 [0.7361, 2.4008] [0.5313, 1.7574]
8 [0.7183, 2.3464] [0.5215, 1.7497]
9 [0.6679, 2.3085] [0.4995, 1.7431]
10 [0.6558, 2.2717] [0.4886, 1.7350]
11 [0.5964, 2.2842] [0.4734, 1.7185]
12 [0.5955, 2.2287] [0.4817, 1.7050]
13 [0.5829, 2.2569] [0.4594, 1.6823]
14 [0.5712, 2.1666] [0.4530, 1.6683]
15 [0.5260, 2.1974] [0.4461, 1.6572]
16 [0.5022, 2.1243] [0.4383, 1.6487]
17 [0.5009, 2.0937] [0.4324, 1.6337]
18 [0.4875, 2.1005] [0.4573, 1.6288]
19 [0.4869, 2.0843] [0.4608, 1.6145]
20 [0.4614, 2.0822] [0.4468, 1.5987]
21 [0.4458, 2.0717] [0.4765, 1.5875]
22 [0.4384, 2.0190] [0.4066, 1.5701]
23 [0.4059, 2.0030] [0.4006, 1.5613]
24 [0.3923, 2.0465] [0.3773, 1.5509]
25 [0.3901, 2.0137] [0.4211, 1.5425]
26 [0.3684, 1.9724] [0.4177, 1.5275]
27 [0.3601, 1.9893] [0.3578, 1.5079]
28 [0.3284, 1.9453] [0.3576, 1.4981]
29 [0.3317, 1.9349] [0.3685, 1.4873]
30 [0.3141, 1.9561] [0.3424, 1.4709]
31 [0.2809, 1.9426] [0.3476, 1.4498]
32 [0.2766, 1.9006] [0.3356, 1.4380]
33 [0.2804, 1.9116] [0.3455, 1.4267]
34 [0.2602, 1.8974] [0.3481, 1.4160]
35 [0.2366, 1.8842] [0.3200, 1.4013]
36 [0.2406, 1.8655] [0.3438, 1.3979]
37 [0.2124, 1.8655] [0.3364, 1.3827]
38 [0.2161, 1.8933] [0.3254, 1.3685]
39 [0.1934, 1.8625] [0.3174, 1.3652]
