epoch training validation
0 0.6752 0.6910
1 0.6888 0.6636
2 0.6366 0.6367
3 0.6256 0.6262
4 0.6206 0.6203
5 0.6171 0.6161
6 0.6143 0.6127
7 0.6117 0.6097
8 0.6094 0.6069
9 0.6072 0.6042
10 0.6051 0.6017
11 0.6032 0.5993
12 0.6013 0.5969
13 0.5996 0.5947
14 0.5979 0.5925
15 0.5962 0.5904
16 0.5947 0.5884
17 0.5932 0.5864
18 0.5918 0.5845
19 0.5904 0.5827
20 0.5891 0.5809
21 0.5878 0.5792
22 0.5866 0.5775
23 0.5854 0.5759
24 0.5843 0.5743
25 0.5832 0.5728
26 0.5821 0.5713
27 0.5811 0.5699
28 0.5801 0.5685
29 0.5792 0.5671
30 0.5782 0.5658
31 0.5773 0.5645
32 0.5764 0.5632
33 0.5756 0.5620
34 0.5747 0.5608
35 0.5739 0.5596
36 0.5731 0.5585
37 0.5724 0.5573
38 0.5716 0.5563
39 0.5709 0.5552
40 0.5702 0.5542
41 0.5695 0.5532
42 0.5688 0.5522
43 0.5681 0.5512
44 0.5675 0.5503
45 0.5668 0.5493
46 0.5662 0.5484
47 0.5656 0.5475
48 0.5650 0.5467
49 0.5644 0.5458
50 0.5638 0.5450
51 0.5633 0.5442
52 0.5627 0.5434
53 0.5622 0.5426
54 0.5617 0.5418
55 0.5611 0.5411
56 0.5606 0.5404
57 0.5601 0.5396
58 0.5596 0.5389
59 0.5591 0.5382
60 0.5586 0.5376
61 0.5582 0.5369
62 0.5577 0.5362
63 0.5572 0.5356
64 0.5568 0.5350
65 0.5563 0.5343
66 0.5559 0.5337
67 0.5555 0.5331
68 0.5550 0.5326
69 0.5546 0.5320
70 0.5542 0.5314
71 0.5538 0.5309
72 0.5534 0.5303
73 0.5530 0.5298
74 0.5526 0.5292
75 0.5522 0.5287
76 0.5518 0.5282
77 0.5515 0.5277
78 0.5511 0.5272
79 0.5507 0.5267
80 0.5504 0.5262
81 0.5500 0.5258
82 0.5496 0.5253
83 0.5493 0.5249
84 0.5489 0.5244
85 0.5486 0.5240
86 0.5483 0.5235
87 0.5479 0.5231
88 0.5476 0.5227
89 0.5473 0.5223
90 0.5470 0.5218
91 0.5466 0.5214
92 0.5463 0.5210
93 0.5460 0.5207
94 0.5457 0.5203
95 0.5454 0.5199
96 0.5451 0.5195
97 0.5448 0.5191
98 0.5445 0.5188
99 0.5442 0.5184
