sid,tid,fid,ss,et,label,score
0,79,20,3,303,1,0.29443246126174927
0,68,10,2,148,0,0.6969825029373169
0,72,5,2,280,1,0.8590180277824402
0,89,10,3,285,1,0.45554202795028687
0,45,10,2,119,1,0.2711585760116577
0,76,15,2,51,1,0.5680227279663086
0,40,0,2,327,0,0.4058644473552704
0,32,5,3,104,1,0.2069845050573349
0,25,10,2,346,1,0.6976181864738464
0,44,10,2,429,0,0.35666412115097046
0,73,25,2,295,0,0.8985116481781006
0,78,20,3,142,1,0.13965147733688354
0,46,10,2,154,1,0.1772480309009552
0,19,20,3,176,1,0.22388935089111328
0,80,0,2,119,1,0.1878061592578888
0,10,5,2,251,1,0.923780620098114
0,90,15,3,27,0,0.39211541414260864
0,93,15,3,310,1,0.40809568762779236
0,5,0,2,86,1,0.8215974569320679
0,23,25,3,286,1,0.30812394618988037
0,36,10,3,217,0,0.4354705512523651
0,50,25,2,310,1,0.6052523255348206
0,88,25,3,229,1,0.4727519452571869
0,77,5,3,89,1,0.27109450101852417
0,43,15,3,413,1,0.4737333357334137
0,82,25,3,206,1,0.3434935510158539
0,11,10,2,274,0,0.9411744475364685
0,11,20,2,274,0,0.8638124465942383
0,1,10,3,65,0,0.6085572838783264
0,75,5,2,348,0,0.672612726688385
0,57,15,3,155,1,0.29950839281082153
0,16,15,2,385,1,0.8818929195404053
0,36,5,3,217,0,0.3494182825088501
0,49,15,3,251,0,0.18356932699680328
0,63,25,2,38,1,0.7127272486686707
0,75,0,2,348,0,0.6463935375213623
0,61,5,2,269,1,0.3226531147956848
0,87,0,3,195,0,0.590074896812439
0,48,5,3,29,1,0.49357736110687256
0,11,5,2,274,0,0.9503201246261597
0,76,10,2,51,1,0.6593760251998901
0,15,15,2,371,1,0.3031754493713379
0,60,5,2,251,1,0.23192189633846283
0,34,5,2,157,1,0.34710168838500977
0,13,20,3,308,1,0.271687388420105
0,66,0,2,77,1,0.36836618185043335
0,13,25,3,308,1,0.1430560201406479
0,24,0,3,325,1,0.3211268484592438
0,87,20,3,195,0,0.5045579671859741
0,86,5,3,174,0,0.42464780807495117
0,30,0,2,46,1,0.6506476402282715
0,20,25,3,193,0,0.32900547981262207
0,30,20,2,46,1,0.4720008671283722
0,74,15,3,312,1,0.5577394366264343
0,60,10,2,251,1,0.44235652685165405
0,40,25,2,327,0,0.15016022324562073
0,24,20,3,325,1,0.37808048725128174
0,27,10,3,366,1,0.5560742616653442
0,54,0,2,99,1,0.33716514706611633
0,5,20,2,86,1,0.9293368458747864
0,45,20,2,119,1,0.3540591299533844
0,74,10,3,312,1,0.49831345677375793
0,85,15,2,107,1,0.8114604353904724
0,41,10,2,344,0,0.4296658933162689
0,55,10,2,119,1,0.41225144267082214
0,80,5,2,119,1,0.779569685459137
0,70,0,2,181,0,0.7145121097564697
0,81,10,2,183,1,0.623679518699646
0,9,0,2,230,1,0.36585086584091187
0,50,0,2,310,1,0.472459077835083
0,57,25,3,155,1,0.3753007650375366
0,25,25,2,346,1,0.6558992862701416
0,46,5,2,154,1,0.2176530510187149
0,72,25,2,280,1,0.8430424332618713
0,75,15,2,348,0,0.6592402458190918
0,90,10,3,27,0,0.4119824767112732
0,78,10,3,142,1,0.3154323399066925
0,68,15,2,148,0,0.5519831776618958
0,59,10,2,235,1,0.3987402021884918
0,92,10,3,82,0,0.35930487513542175
0,10,0,2,251,1,0.938285231590271
0,91,20,3,62,0,0.41605082154273987
0,4,25,2,38,1,0.8221966624259949
0,0,0,3,28,1,0.5634567737579346
0,45,5,2,119,1,0.3276401460170746
0,64,20,2,374,1,0.3550390303134918
0,24,15,3,325,1,0.31658053398132324
0,65,5,2,59,1,0.7425985932350159
0,54,10,2,99,1,0.4633987247943878
0,66,10,2,77,1,0.3195616602897644
0,26,25,2,30,1,0.6684449911117554
0,13,15,3,308,1,0.3615058362483978
