epoch training validation
-1 4.5655 4.5467
0 4.5654 4.5464
1 4.5653 4.5463
2 1.4238 0.7021
3 0.6446 0.6067
4 0.5163 0.4181
5 0.3773 0.3190
6 0.2715 0.2380
7 0.2276 0.2218
8 0.2109 0.2069
9 0.2014 0.1965
10 0.1952 0.1937
11 0.1911 0.1892
12 0.1876 0.1850
13 0.1846 0.1833
14 0.1817 0.1791
15 0.1791 0.1786
16 0.1766 0.1743
17 0.1740 0.1727
18 0.1719 0.1729
19 0.1696 0.1680
20 0.1675 0.1656
21 0.1654 0.1636
22 0.1633 0.1619
23 0.1613 0.1610
24 0.1594 0.1581
25 0.1572 0.1563
26 0.1550 0.1541
27 0.1534 0.1526
28 0.1509 0.1524
29 0.1488 0.1467
30 0.1468 0.1459
31 0.1448 0.1446
32 0.1428 0.1418
33 0.1410 0.1411
34 0.1392 0.1390
35 0.1376 0.1374
36 0.1360 0.1349
37 0.1348 0.1347
38 0.1334 0.1361
39 0.1323 0.1313
40 0.1309 0.1309
41 0.1299 0.1297
42 0.1289 0.1280
43 0.1278 0.1271
44 0.1266 0.1274
45 0.1256 0.1251
46 0.1247 0.1245
47 0.1237 0.1237
48 0.1228 0.1216
49 0.1222 0.1221
50 0.1212 0.1205
51 0.1204 0.1209
52 0.1196 0.1199
53 0.1189 0.1188
54 0.1183 0.1182
55 0.1175 0.1175
56 0.1169 0.1169
57 0.1161 0.1173
58 0.1154 0.1149
59 0.1149 0.1154
60 0.1142 0.1139
61 0.1135 0.1132
62 0.1130 0.1122
63 0.1121 0.1119
64 0.1114 0.1107
65 0.1108 0.1104
66 0.1102 0.1098
67 0.1095 0.1102
68 0.1089 0.1087
69 0.1083 0.1084
70 0.1077 0.1082
71 0.1069 0.1085
72 0.1065 0.1066
73 0.1058 0.1056
74 0.1053 0.1059
75 0.1046 0.1048
76 0.1041 0.1036
77 0.1035 0.1037
78 0.1031 0.1026
79 0.1026 0.1025
80 0.1020 0.1021
81 0.1014 0.1015
82 0.1010 0.1007
83 0.1005 0.1000
84 0.1000 0.1004
85 0.0995 0.0992
86 0.0991 0.0996
87 0.0987 0.0985
88 0.0982 0.0976
89 0.0978 0.0975
90 0.0974 0.0977
91 0.0969 0.0971
92 0.0965 0.0961
93 0.0962 0.0958
94 0.0958 0.0952
95 0.0954 0.0954
96 0.0951 0.0951
97 0.0945 0.0951
98 0.0944 0.0942
99 0.0940 0.0942
100 0.0937 0.0937
101 0.0933 0.0935
102 0.0929 0.0935
103 0.0927 0.0926
104 0.0924 0.0925
105 0.0920 0.0917
106 0.0918 0.0916
107 0.0915 0.0915
108 0.0912 0.0911
109 0.0908 0.0910
110 0.0906 0.0912
111 0.0903 0.0906
112 0.0901 0.0900
113 0.0898 0.0898
114 0.0895 0.0897
115 0.0892 0.0893
116 0.0889 0.0893
117 0.0887 0.0887
118 0.0884 0.0901
119 0.0882 0.0880
120 0.0879 0.0883
121 0.0877 0.0878
122 0.0875 0.0879
123 0.0871 0.0868
124 0.0869 0.0867
125 0.0868 0.0873
126 0.0864 0.0871
127 0.0868 0.0867
128 0.0860 0.0870
129 0.0858 0.0864
130 0.0856 0.0855
131 0.0853 0.0854
132 0.0850 0.0851
133 0.0848 0.0859
134 0.0847 0.0851
135 0.0843 0.0850
136 0.0841 0.0844
137 0.0838 0.0847
138 0.0837 0.0840
139 0.0835 0.0841
140 0.0833 0.0836
141 0.0830 0.0838
142 0.0830 0.0838
143 0.0827 0.0826
144 0.0825 0.0829
145 0.0822 0.0829
146 0.0821 0.0832
147 0.0818 0.0818
148 0.0817 0.0815
149 0.0814 0.0817
150 0.0812 0.0815
151 0.0811 0.0816
152 0.0809 0.0812
153 0.0806 0.0812
154 0.0807 0.0808
155 0.0803 0.0810
156 0.0802 0.0812
157 0.0800 0.0800
158 0.0798 0.0804
159 0.0797 0.0802
160 0.0795 0.0798
161 0.0793 0.0799
162 0.0790 0.0794
163 0.0790 0.0796
164 0.0788 0.0795
165 0.0786 0.0792
166 0.0784 0.0790
167 0.0783 0.0787
168 0.0782 0.0786
169 0.0780 0.0786
170 0.0779 0.0784
171 0.0777 0.0778
172 0.0775 0.0778
173 0.0773 0.0780
174 0.0772 0.0776
175 0.0771 0.0783
176 0.0770 0.0776
177 0.0768 0.0772
178 0.0766 0.0768
179 0.0764 0.0767
180 0.0764 0.0767
181 0.0762 0.0769
182 0.0760 0.0765
183 0.0760 0.0767
184 0.0757 0.0764
185 0.0757 0.0761
186 0.0755 0.0757
187 0.0753 0.0762
188 0.0752 0.0754
189 0.0751 0.0758
190 0.0750 0.0753
191 0.0749 0.0759
192 0.0748 0.0756
193 0.0745 0.0750
194 0.0744 0.0746
195 0.0744 0.0754
196 0.0742 0.0745
197 0.0741 0.0754
198 0.0740 0.0748
199 0.0739 0.0740
200 0.0740 0.0743
