epoch training validation
0 [1.0697, 2.7205] [0.7342, 2.0731]
1 [0.9629, 2.6874] [0.6174, 1.9848]
2 [0.9138, 2.6098] [0.6025, 1.9304]
3 [0.9081, 2.4939] [0.5929, 1.8896]
4 [0.8570, 2.3954] [0.5800, 1.8621]
5 [0.8127, 2.3600] [0.5681, 1.8383]
6 [0.7871, 2.3530] [0.5503, 1.8154]
7 [0.7595, 2.2904] [0.5331, 1.7991]
8 [0.6893, 2.2623] [0.5169, 1.7892]
9 [0.6764, 2.2526] [0.4962, 1.7722]
10 [0.6499, 2.2920] [0.4797, 1.7582]
11 [0.6144, 2.1833] [0.4704, 1.7453]
12 [0.5856, 2.1168] [0.4694, 1.7325]
13 [0.5650, 2.1316] [0.4719, 1.7179]
14 [0.5276, 2.1042] [0.4716, 1.7052]
15 [0.5122, 2.0884] [0.4632, 1.6906]
16 [0.4777, 2.0811] [0.4796, 1.6787]
17 [0.4906, 2.0962] [0.4791, 1.6648]
18 [0.4640, 2.0659] [0.4923, 1.6555]
19 [0.4390, 2.0115] [0.4917, 1.6386]
20 [0.4053, 2.0106] [0.5076, 1.6289]
21 [0.3932, 2.0260] [0.5015, 1.6154]
22 [0.3708, 2.0071] [0.5435, 1.6137]
23 [0.3545, 1.9689] [0.5221, 1.5961]
24 [0.3389, 1.9412] [0.5415, 1.5847]
25 [0.3111, 1.9283] [0.5495, 1.5756]
26 [0.3062, 1.9505] [0.5471, 1.5640]
27 [0.2749, 1.9054] [0.5508, 1.5628]
28 [0.2722, 1.8895] [0.5557, 1.5612]
29 [0.2883, 1.8975] [0.5598, 1.5603]
30 [0.2791, 1.8925] [0.5602, 1.5583]
31 [0.2677, 1.9281] [0.5638, 1.5572]
32 [0.2821, 1.9284] [0.5588, 1.5560]
33 [0.2622, 1.9172] [0.5654, 1.5546]
34 [0.2558, 1.8997] [0.5686, 1.5531]
