epoch training validation
0 [0.9848,3.1225] [0.6321,2.3121]
1 [1.0297,3.0076] [0.6324,2.1778]
2 [1.0375,2.9974] [0.6306,2.0667]
3 [1.0584,2.9222] [0.6305,1.9796]
4 [1.0200,2.8036] [0.6295,1.9120]
5 [1.0077,2.7337] [0.6286,1.8617]
6 [1.0212,2.7710] [0.6270,1.8216]
7 [0.9866,2.6721] [0.6260,1.7925]
8 [0.9965,2.6771] [0.6253,1.7679]
9 [1.0505,2.5657] [0.6245,1.7519]
10 [1.0053,2.7083] [0.6234,1.7401]
11 [0.9989,2.5658] [0.6236,1.7287]
12 [1.0046,2.6159] [0.6233,1.7209]
13 [0.9775,2.5939] [0.6216,1.7145]
14 [1.0367,2.5325] [0.6216,1.7097]
15 [1.0235,2.4916] [0.6202,1.7053]
16 [1.0179,2.5117] [0.6209,1.7009]
17 [0.9677,2.5215] [0.6191,1.6982]
18 [0.9993,2.5486] [0.6198,1.6955]
19 [0.9376,2.5359] [0.6182,1.6937]
20 [0.9465,2.5257] [0.6174,1.6912]
21 [0.9491,2.5394] [0.6173,1.6889]
22 [0.9662,2.4804] [0.6172,1.6866]
23 [0.9381,2.5208] [0.6164,1.6843]
24 [0.9578,2.4582] [0.6153,1.6825]
25 [0.9815,2.4858] [0.6159,1.6806]
26 [0.9390,2.4857] [0.6155,1.6796]
27 [0.9265,2.4693] [0.6147,1.6780]
28 [0.9542,2.4522] [0.6142,1.6768]
29 [0.9379,2.4390] [0.6137,1.6755]
30 [0.9466,2.4241] [0.6125,1.6751]
31 [0.9324,2.4710] [0.6125,1.6735]
32 [0.9024,2.4171] [0.6121,1.6720]
33 [0.9165,2.4289] [0.6113,1.6714]
34 [0.8980,2.4008] [0.6109,1.6711]
35 [0.9001,2.4000] [0.6107,1.6713]
36 [0.9303,2.4210] [0.6105,1.6699]
37 [0.9225,2.3986] [0.6106,1.6693]
38 [0.9290,2.4655] [0.6100,1.6689]
39 [0.9291,2.3761] [0.6097,1.6675]
40 [0.9168,2.3793] [0.6089,1.6665]
41 [0.8877,2.3852] [0.6087,1.6657]
42 [0.8899,2.3705] [0.6081,1.6658]
43 [0.8981,2.3768] [0.6076,1.6650]
44 [0.8760,2.3374] [0.6070,1.6639]
45 [0.8731,2.3849] [0.6068,1.6638]
46 [0.8918,2.3116] [0.6063,1.6637]
47 [0.8608,2.3550] [0.6062,1.6629]
48 [0.8306,2.3903] [0.6063,1.6628]
49 [0.8421,2.3591] [0.6057,1.6619]
50 [0.8493,2.3137] [0.6051,1.6607]
51 [0.8855,2.3520] [0.6048,1.6601]
52 [0.8582,2.2855] [0.6045,1.6596]
53 [0.8785,2.2604] [0.6043,1.6588]
54 [0.8364,2.2971] [0.6041,1.6584]
55 [0.8657,2.3122] [0.6038,1.6581]
56 [0.8285,2.3507] [0.6036,1.6578]
57 [0.8597,2.2916] [0.6034,1.6577]
58 [0.8420,2.2909] [0.6032,1.6572]
59 [0.8589,2.3032] [0.6031,1.6562]
60 [0.8457,2.2925] [0.6028,1.6553]
61 [0.8465,2.3214] [0.6023,1.6539]
62 [0.8515,2.2548] [0.6021,1.6546]
63 [0.8191,2.2897] [0.6019,1.6538]
64 [0.8281,2.2837] [0.6016,1.6519]
65 [0.8230,2.2659] [0.6014,1.6513]
66 [0.8247,2.3075] [0.6012,1.6505]
67 [0.8465,2.2306] [0.6010,1.6500]
68 [0.8037,2.2812] [0.6007,1.6497]
69 [0.8054,2.2431] [0.6004,1.6494]
70 [0.7977,2.2939] [0.6003,1.6479]
71 [0.8536,2.2294] [0.6003,1.6471]
72 [0.8407,2.2879] [0.6000,1.6469]
73 [0.8044,2.2436] [0.5997,1.6470]
74 [0.7967,2.2219] [0.5995,1.6463]
75 [0.8054,2.2151] [0.5994,1.6451]
76 [0.8082,2.2603] [0.5993,1.6448]
77 [0.7862,2.2100] [0.5992,1.6442]
78 [0.7645,2.2442] [0.5991,1.6437]
79 [0.8227,2.2398] [0.5989,1.6436]
80 [0.7935,2.2180] [0.5987,1.6425]
81 [0.8059,2.2133] [0.5985,1.6429]
82 [0.7843,2.2697] [0.5983,1.6425]
83 [0.8005,2.1977] [0.5982,1.6423]
84 [0.7791,2.2054] [0.5982,1.6417]
85 [0.7612,2.1599] [0.5980,1.6411]
86 [0.7850,2.2146] [0.5977,1.6405]
87 [0.7509,2.1538] [0.5976,1.6402]
88 [0.7485,2.1877] [0.5976,1.6401]
89 [0.7465,2.1945] [0.5971,1.6401]
90 [0.7677,2.1419] [0.5970,1.6389]
91 [0.7823,2.1865] [0.5967,1.6383]
92 [0.7854,2.1774] [0.5966,1.6377]
93 [0.8002,2.1692] [0.5964,1.6367]
94 [0.7513,2.1941] [0.5963,1.6361]
95 [0.7741,2.1915] [0.5962,1.6361]
96 [0.7902,2.2348] [0.5961,1.6362]
97 [0.7609,2.1392] [0.5959,1.6358]
98 [0.7529,2.1206] [0.5958,1.6359]
99 [0.7495,2.1457] [0.5957,1.6350]
