epoch training validation
0 [0.9987,2.7613] [0.8935,1.9934]
1 [0.9665,2.7546] [0.7000,1.9666]
2 [0.8763,2.6552] [0.6729,1.9609]
3 [0.8524,2.6847] [0.6304,1.9568]
4 [0.7911,2.6695] [0.6353,1.9896]
5 [0.7797,2.6259] [0.6462,2.0409]
6 [0.7363,2.6707] [0.5937,2.0972]
7 [0.6826,2.7215] [0.5767,2.1319]
8 [0.6599,2.7046] [0.5490,2.1919]
9 [0.6507,2.8737] [0.5529,2.2248]
10 [0.6085,2.7743] [0.5163,2.3053]
11 [0.5956,2.8495] [0.5712,2.3856]
12 [0.5477,2.9552] [0.5054,2.4886]
13 [0.5346,3.0073] [0.5205,2.5948]
14 [0.5108,3.1067] [0.5242,2.7487]
15 [0.4968,3.2921] [0.5064,2.9676]
16 [0.4583,3.5604] [0.5022,3.3723]
17 [0.4676,3.8561] [0.5061,3.8152]
18 [0.4572,4.3023] [0.5072,4.6851]
19 [0.4413,5.1959] [0.4946,6.2821]
20 [0.4295,6.7719] [0.5097,9.0345]
21 [0.4379,9.7835] [0.5120,12.9388]
22 [0.4578,13.1819] [0.5697,17.4312]
23 [0.4862,16.9185] [0.5399,21.8874]
24 [0.5051,20.2515] [0.5796,25.7954]
25 [0.5225,22.9459] [0.6272,28.7063]
26 [0.5132,24.8039] [0.6345,31.0655]
27 [0.5710,26.7741] [0.6549,32.7675]
28 [0.5369,27.5666] [0.6822,33.5987]
29 [0.5739,27.8707] [0.7623,33.4911]
30 [0.5459,27.6038] [0.9258,32.6298]
31 [0.5027,27.2161] [0.8871,32.5665]
32 [0.5157,27.2239] [0.8485,32.5362]
33 [0.5386,27.2008] [0.8327,32.4767]
34 [0.5239,27.2302] [0.8489,32.3828]
35 [0.4904,26.8739] [0.8617,32.3148]
36 [0.5017,26.8049] [0.8438,32.2662]
37 [0.5520,27.1640] [0.8554,32.1983]
38 [0.5271,26.5679] [0.8482,32.1270]
